Year,flow
15/06/1983,86.42
16/06/1983,88.09
17/06/1983,78.17
18/06/1983,86.5
19/06/1983,81.64
20/06/1983,77.54
21/06/1983,86.89
22/06/1983,83.06
23/06/1983,82.26
24/06/1983,73.91
25/06/1983,55.86
26/06/1983,59.52
27/06/1983,78.76
28/06/1983,71.32
29/06/1983,80.59
30/06/1983,62.11
01/07/1983,75.5
02/07/1983,74.59
03/07/1983,67.82
04/07/1983,67.06
05/07/1983,76.09
06/07/1983,67.29
07/07/1983,70.13
08/07/1983,60.19
09/07/1983,69.21
10/07/1983,59.78
11/07/1983,66.54
12/07/1983,68.32
13/07/1983,65.33
14/07/1983,74.52
15/07/1983,57.2
16/07/1983,59.47
17/07/1983,62.63
18/07/1983,56.94
19/07/1983,59.07
20/07/1983,58.45
21/07/1983,56.55
22/07/1983,64.85
23/07/1983,52.38
24/07/1983,70.19
25/07/1983,58.45
26/07/1983,50.34
27/07/1983,60.3
28/07/1983,61.31
29/07/1983,58.74
30/07/1983,60.71
31/07/1983,57.13
01/08/1983,51.42
02/08/1983,52.66
03/08/1983,66.04
04/08/1983,51.96
05/08/1983,55.35
06/08/1983,52.6
07/08/1983,50.42
08/08/1983,49.1
09/08/1983,44.85
10/08/1983,63.3
11/08/1983,56.46
12/08/1983,51.71
13/08/1983,46.37
14/08/1983,42.42
15/08/1983,46.37
16/08/1983,26.78
17/08/1983,43.25
18/08/1983,37.56
19/08/1983,29.93
20/08/1983,55.03
21/08/1983,34.17
22/08/1983,37.68
23/08/1983,49.82
24/08/1983,48.49
25/08/1983,40.7
26/08/1983,182.84
27/08/1983,866.68
28/08/1983,151.69
29/08/1983,97.9
30/08/1983,81.94
31/08/1983,73.33
01/09/1983,80.49
02/09/1983,68.47
03/09/1983,72.18
04/09/1983,57.3
05/09/1983,49.54
06/09/1983,59.38
07/09/1983,50.33
08/09/1983,47.29
09/09/1983,64.33
10/09/1983,33.72
11/09/1983,48.41
12/09/1983,33.07
13/09/1983,55.47
14/09/1983,44.21
15/09/1983,58.15
16/09/1983,65.74
17/09/1983,45.09
18/09/1983,37.69
19/09/1983,84.36
20/09/1983,62.71
21/09/1983,71.37
22/09/1983,79.42
23/09/1983,331.02
24/09/1983,696.84
25/09/1983,254.63
26/09/1983,169.31
27/09/1983,136.38
28/09/1983,128.7
29/09/1983,100.88
30/09/1983,112.63
01/10/1983,133.98
02/10/1983,85.2
03/10/1983,111.34
04/10/1983,110.78
05/10/1983,87.32
06/10/1983,68.82
07/10/1983,72.15
08/10/1983,62.31
09/10/1983,160.27
10/10/1983,123.43
11/10/1983,93.35
12/10/1983,110.87
13/10/1983,101.53
14/10/1983,92.26
15/10/1983,101.58
16/10/1983,84.16
17/10/1983,86.79
18/10/1983,99.14
19/10/1983,71.59
20/10/1983,73.6
21/10/1983,101.6
22/10/1983,90.68
23/10/1983,112.58
24/10/1983,97.25
25/10/1983,75.95
26/10/1983,109.93
27/10/1983,93.35
28/10/1983,108.4
29/10/1983,90.47
30/10/1983,597.71
31/10/1983,219.74
01/11/1983,231.11
02/11/1983,204.69
03/11/1983,154.42
04/11/1983,139.7
05/11/1983,144.43
06/11/1983,125.72
07/11/1983,122.7
08/11/1983,125.56
09/11/1983,110.07
10/11/1983,122.28
11/11/1983,166.18
12/11/1983,137.1
13/11/1983,81.24
14/11/1983,133.4
15/11/1983,128.95
16/11/1983,111.1
17/11/1983,132.89
18/11/1983,115.14
19/11/1983,123.92
20/11/1983,114.33
21/11/1983,139.85
22/11/1983,186.12
23/11/1983,153.26
24/11/1983,151.23
25/11/1983,147.66
26/11/1983,145.76
27/11/1983,158.57
28/11/1983,163.15
29/11/1983,164.33
30/11/1983,157.66
01/12/1983,133.05
02/12/1983,138.62
03/12/1983,139.73
04/12/1983,144.38
05/12/1983,136.92
06/12/1983,120.76
07/12/1983,152.06
08/12/1983,156.86
09/12/1983,133.09
10/12/1983,138.78
11/12/1983,138
12/12/1983,131.05
13/12/1983,139.11
14/12/1983,114.02
15/12/1983,120.7
16/12/1983,115.34
17/12/1983,123.85
18/12/1983,124.45
19/12/1983,133.85
20/12/1983,144.75
21/12/1983,142.38
22/12/1983,157.89
23/12/1983,184.61
24/12/1983,169.99
25/12/1983,213.68
26/12/1983,190.33
27/12/1983,215.15
28/12/1983,301.77
29/12/1983,232.51
30/12/1983,223.52
31/12/1983,255.01
01/01/1984,241.92
02/01/1984,284.81
03/01/1984,396.58
04/01/1984,563.72
05/01/1984,442.32
06/01/1984,480.82
07/01/1984,1132.88
08/01/1984,1446.66
09/01/1984,1000.3
10/01/1984,783.55
11/01/1984,646.6
12/01/1984,618.98
13/01/1984,557.68
14/01/1984,519.32
15/01/1984,486.76
16/01/1984,474.06
17/01/1984,443.23
18/01/1984,437.51
19/01/1984,432.87
20/01/1984,416.87
21/01/1984,402.92
22/01/1984,405.29
23/01/1984,406.61
24/01/1984,360.64
25/01/1984,340.43
26/01/1984,323.68
27/01/1984,306.3
28/01/1984,315.29
29/01/1984,340.59
30/01/1984,342.08
31/01/1984,314.88
01/02/1984,305.47
02/02/1984,309.09
03/02/1984,315.02
04/02/1984,413.92
05/02/1984,675.01
06/02/1984,708.48
07/02/1984,562.52
08/02/1984,483.04
09/02/1984,416.47
10/02/1984,381.73
11/02/1984,363.1
12/02/1984,342.31
13/02/1984,331.82
14/02/1984,307.66
15/02/1984,300.73
16/02/1984,303.98
17/02/1984,296.92
18/02/1984,288.67
19/02/1984,281.69
20/02/1984,280.63
21/02/1984,299.06
22/02/1984,278.88
23/02/1984,267.5
24/02/1984,264.39
25/02/1984,254.67
26/02/1984,263.15
27/02/1984,251.52
28/02/1984,255.14
29/02/1984,236.79
01/03/1984,228.76
02/03/1984,220.31
03/03/1984,221.59
04/03/1984,211.23
05/03/1984,213.59
06/03/1984,203.17
07/03/1984,204.83
08/03/1984,205.37
09/03/1984,200.17
10/03/1984,189.71
11/03/1984,186.12
12/03/1984,191.27
13/03/1984,182.04
14/03/1984,178.18
15/03/1984,179.83
16/03/1984,170.36
17/03/1984,176.07
18/03/1984,175.2
19/03/1984,162.08
20/03/1984,131.34
21/03/1984,231.86
22/03/1984,163.04
23/03/1984,167.93
24/03/1984,153.95
25/03/1984,145.84
26/03/1984,153.34
27/03/1984,158.32
28/03/1984,151.98
29/03/1984,143.98
30/03/1984,147.35
31/03/1984,138.76
01/04/1984,138.03
02/04/1984,138.17
03/04/1984,134.63
04/04/1984,131.75
05/04/1984,119.41
06/04/1984,129.37
07/04/1984,119.45
08/04/1984,118.4
09/04/1984,119.52
10/04/1984,118.04
11/04/1984,114.01
12/04/1984,108.57
13/04/1984,115.19
14/04/1984,103.94
15/04/1984,102.17
16/04/1984,108.92
17/04/1984,104.76
18/04/1984,99.26
19/04/1984,96.13
20/04/1984,97.77
21/04/1984,97.87
22/04/1984,95.32
23/04/1984,94.24
24/04/1984,88.62
25/04/1984,92.9
26/04/1984,82.05
27/04/1984,86.82
28/04/1984,79.88
29/04/1984,83.04
30/04/1984,82.37
01/05/1984,78.22
02/05/1984,79.28
03/05/1984,85.27
04/05/1984,78.43
05/05/1984,75.95
06/05/1984,68.41
07/05/1984,78.67
08/05/1984,81.06
09/05/1984,78.35
10/05/1984,67.74
11/05/1984,75.78
12/05/1984,72.63
13/05/1984,75.3
14/05/1984,63.44
15/05/1984,74.86
16/05/1984,67.52
17/05/1984,67.29
18/05/1984,69.73
19/05/1984,66.88
20/05/1984,68.52
21/05/1984,60.8
22/05/1984,64.02
23/05/1984,64.5
24/05/1984,62.86
25/05/1984,61.4
26/05/1984,66.82
27/05/1984,60.65
28/05/1984,63.97
29/05/1984,62.9
30/05/1984,53.76
31/05/1984,63.83
01/06/1984,55.17
02/06/1984,58.14
03/06/1984,68.64
04/06/1984,62.75
05/06/1984,59.36
06/06/1984,55.08
07/06/1984,69.71
08/06/1984,51.23
09/06/1984,57.04
10/06/1984,45.08
11/06/1984,47.88
12/06/1984,57.78
13/06/1984,47.66
14/06/1984,58.49
15/06/1984,50.82
16/06/1984,43.36
17/06/1984,48.39
18/06/1984,44.43
19/06/1984,56.68
20/06/1984,42.82
21/06/1984,62.12
22/06/1984,44.09
23/06/1984,37.54
24/06/1984,41.6
25/06/1984,47.6
26/06/1984,50.83
27/06/1984,43.37
28/06/1984,48.41
29/06/1984,46.84
30/06/1984,39.98
01/07/1984,42.29
02/07/1984,51.63
03/07/1984,44.19
04/07/1984,48.22
05/07/1984,41.75
06/07/1984,41.1
07/07/1984,40.13
08/07/1984,36.58
09/07/1984,46.07
10/07/1984,43.99
11/07/1984,40.41
12/07/1984,65.63
13/07/1984,41.66
14/07/1984,43.73
15/07/1984,45.36
16/07/1984,42.41
17/07/1984,45.74
18/07/1984,34.98
19/07/1984,43.33
20/07/1984,42.41
21/07/1984,36.43
22/07/1984,39.81
23/07/1984,46.06
24/07/1984,37.44
25/07/1984,44.43
26/07/1984,39.26
27/07/1984,39.04
28/07/1984,39.53
29/07/1984,36.46
30/07/1984,34.68
31/07/1984,40.08
01/08/1984,34.42
02/08/1984,36.13
03/08/1984,59.22
04/08/1984,42.23
05/08/1984,45.5
06/08/1984,47.66
07/08/1984,48.29
08/08/1984,34.99
09/08/1984,63.98
10/08/1984,37.14
11/08/1984,38.14
12/08/1984,42.32
13/08/1984,37.45
14/08/1984,48.45
15/08/1984,33.6
16/08/1984,34.62
17/08/1984,47.45
18/08/1984,47.61
19/08/1984,43.41
20/08/1984,37.74
21/08/1984,41.81
22/08/1984,42.65
23/08/1984,47.17
24/08/1984,268.87
25/08/1984,474.85
26/08/1984,109.4
27/08/1984,95.3
28/08/1984,84.76
29/08/1984,91.08
30/08/1984,70.48
31/08/1984,133.46
01/09/1984,101.36
02/09/1984,98.19
03/09/1984,87.49
04/09/1984,80.27
05/09/1984,75.57
06/09/1984,68.69
07/09/1984,199.82
08/09/1984,845.59
09/09/1984,227.59
10/09/1984,304.79
11/09/1984,180.9
12/09/1984,250.06
13/09/1984,198.05
14/09/1984,174.85
15/09/1984,332.84
16/09/1984,581.28
17/09/1984,287.63
18/09/1984,274.69
19/09/1984,231.13
20/09/1984,181.61
21/09/1984,173.26
22/09/1984,172.85
23/09/1984,148.38
24/09/1984,136.26
25/09/1984,193.53
26/09/1984,229.76
27/09/1984,215.71
28/09/1984,166.01
29/09/1984,162.15
30/09/1984,150.53
01/10/1984,136.05
02/10/1984,126.18
03/10/1984,131.22
04/10/1984,136.36
05/10/1984,113.67
06/10/1984,148.85
07/10/1984,174.41
08/10/1984,169.45
09/10/1984,157.01
10/10/1984,155.86
11/10/1984,141.76
12/10/1984,135.17
13/10/1984,143.94
14/10/1984,115.63
15/10/1984,593.65
16/10/1984,510.65
17/10/1984,317.35
18/10/1984,243.68
19/10/1984,209.11
20/10/1984,210.38
21/10/1984,178.54
22/10/1984,159.61
23/10/1984,178.87
24/10/1984,134.18
25/10/1984,163.73
26/10/1984,124.89
27/10/1984,194.65
28/10/1984,202.3
29/10/1984,204.11
30/10/1984,210.95
31/10/1984,173.53
01/11/1984,182.33
02/11/1984,187.04
03/11/1984,167.59
04/11/1984,172.21
05/11/1984,165.31
06/11/1984,162.11
07/11/1984,171.98
08/11/1984,147.35
09/11/1984,147.02
10/11/1984,149.29
11/11/1984,278.6
12/11/1984,505.47
13/11/1984,333.3
14/11/1984,869.93
15/11/1984,1133.67
16/11/1984,617.52
17/11/1984,517.33
18/11/1984,432.5
19/11/1984,391.19
20/11/1984,337.52
21/11/1984,311.63
22/11/1984,281.52
23/11/1984,270.96
24/11/1984,259.93
25/11/1984,239.67
26/11/1984,238.19
27/11/1984,240.08
28/11/1984,224.32
29/11/1984,226.59
30/11/1984,253.47
01/12/1984,254.74
02/12/1984,225.32
03/12/1984,233.95
04/12/1984,214.58
05/12/1984,224.61
06/12/1984,224.78
07/12/1984,208.44
08/12/1984,207.93
09/12/1984,306.83
10/12/1984,388.05
11/12/1984,327.9
12/12/1984,288.55
13/12/1984,281.58
14/12/1984,256.29
15/12/1984,250.98
16/12/1984,228.14
17/12/1984,228.63
18/12/1984,235.47
19/12/1984,224.53
20/12/1984,218.37
21/12/1984,197.5
22/12/1984,208.95
23/12/1984,200.34
24/12/1984,215.94
25/12/1984,221.09
26/12/1984,258.3
27/12/1984,266.12
28/12/1984,263.63
29/12/1984,250.07
30/12/1984,585.09
31/12/1984,971.11
01/01/1985,1650.9
02/01/1985,865.8
03/01/1985,745.7
04/01/1985,911.2
05/01/1985,938.3
06/01/1985,781.1
07/01/1985,660.9
08/01/1985,584
09/01/1985,589.6
10/01/1985,550.2
11/01/1985,531.2
12/01/1985,537.7
13/01/1985,489.5
14/01/1985,535.9
15/01/1985,524.6
16/01/1985,543
17/01/1985,543.1
18/01/1985,522.2
19/01/1985,481.3
20/01/1985,444.8
21/01/1985,432.6
22/01/1985,421.1
23/01/1985,408.3
24/01/1985,404.2
25/01/1985,408.4
26/01/1985,402.4
27/01/1985,391.2
28/01/1985,388.6
29/01/1985,389.9
30/01/1985,387
31/01/1985,401.3
01/02/1985,367.8
02/02/1985,372.1
03/02/1985,367.6
04/02/1985,556.1
05/02/1985,524.3
06/02/1985,457
07/02/1985,390.4
08/02/1985,387.5
09/02/1985,327
10/02/1985,329.6
11/02/1985,309.2
12/02/1985,302.3
13/02/1985,291.3
14/02/1985,347.8
15/02/1985,257.9
16/02/1985,290
17/02/1985,283.1
18/02/1985,269
19/02/1985,270.9
20/02/1985,268.6
21/02/1985,264.4
22/02/1985,267
23/02/1985,266.8
24/02/1985,252.5
25/02/1985,266.2
26/02/1985,241.9
27/02/1985,268.2
28/02/1985,264.6
01/03/1985,278.1
02/03/1985,263.4
03/03/1985,248.2
04/03/1985,252.4
05/03/1985,262.5
06/03/1985,235.6
07/03/1985,234.4
08/03/1985,220.2
09/03/1985,232.3
10/03/1985,224.6
11/03/1985,216.2
12/03/1985,216.3
13/03/1985,207.2
14/03/1985,217.6
15/03/1985,192.4
16/03/1985,200.2
17/03/1985,197.9
18/03/1985,193.1
19/03/1985,186.3
20/03/1985,184.9
21/03/1985,184.8
22/03/1985,169.2
23/03/1985,179.8
24/03/1985,171.8
25/03/1985,174.1
26/03/1985,163.9
27/03/1985,165.5
28/03/1985,161.5
29/03/1985,158.6
30/03/1985,148.8
31/03/1985,148
01/04/1985,164
02/04/1985,140.1
03/04/1985,146.4
04/04/1985,145.1
05/04/1985,138.2
06/04/1985,148.1
07/04/1985,138.2
08/04/1985,138
09/04/1985,208.6
10/04/1985,60
11/04/1985,136.3
12/04/1985,114.6
13/04/1985,102.4
14/04/1985,114.2
15/04/1985,158.6
16/04/1985,111
17/04/1985,113.6
18/04/1985,115.7
19/04/1985,113.1
20/04/1985,120.6
21/04/1985,109.5
22/04/1985,104.8
23/04/1985,107.4
24/04/1985,102.2
25/04/1985,133.8
26/04/1985,93
27/04/1985,121.2
28/04/1985,98.6
29/04/1985,93.5
30/04/1985,85.7
01/05/1985,89.9
02/05/1985,100.9
03/05/1985,94.6
04/05/1985,82
05/05/1985,97.3
06/05/1985,91.2
07/05/1985,84.8
08/05/1985,82.5
09/05/1985,82
10/05/1985,81.1
11/05/1985,91.5
12/05/1985,90.9
13/05/1985,77.3
14/05/1985,73
15/05/1985,86.3
16/05/1985,79
17/05/1985,59
18/05/1985,63.4
19/05/1985,76.7
20/05/1985,83.6
21/05/1985,57
22/05/1985,77.2
23/05/1985,68.5
24/05/1985,74.3
25/05/1985,62.2
26/05/1985,63.8
27/05/1985,79.2
28/05/1985,55.3
29/05/1985,80.5
30/05/1985,58.1
31/05/1985,62.9
01/06/1985,63.8
02/06/1985,57.3
03/06/1985,51.6
04/06/1985,46.5
05/06/1985,61.4
06/06/1985,63.4
07/06/1985,50.3
08/06/1985,54.5
09/06/1985,60.8
10/06/1985,52.3
11/06/1985,56.7
12/06/1985,53.4
13/06/1985,56.8
14/06/1985,53.5
15/06/1985,53.1
16/06/1985,52.9
17/06/1985,50.1
18/06/1985,53.5
19/06/1985,52.4
20/06/1985,54.7
21/06/1985,53.3
22/06/1985,55
23/06/1985,49.8
24/06/1985,50
25/06/1985,35.2
26/06/1985,39.5
27/06/1985,39.8
28/06/1985,48.1
29/06/1985,56.8
30/06/1985,44.3
01/07/1985,53.7
02/07/1985,53.2
03/07/1985,56.9
04/07/1985,47.7
05/07/1985,43
06/07/1985,42.8
07/07/1985,43.1
08/07/1985,40.4
09/07/1985,43
10/07/1985,45.4
11/07/1985,45.6
12/07/1985,41.7
13/07/1985,44.5
14/07/1985,42
15/07/1985,43.3
16/07/1985,44.1
17/07/1985,43.2
18/07/1985,44.6
19/07/1985,51.8
20/07/1985,45.7
21/07/1985,49.3
22/07/1985,41.4
23/07/1985,42.4
24/07/1985,39.8
25/07/1985,38.9
26/07/1985,42.6
27/07/1985,40.4
28/07/1985,41.8
29/07/1985,40.1
30/07/1985,40.5
31/07/1985,38.8
01/08/1985,34.4
02/08/1985,38.1
03/08/1985,26.8
04/08/1985,34.6
05/08/1985,32.8
06/08/1985,34.6
07/08/1985,34
08/08/1985,30.9
09/08/1985,35.1
10/08/1985,32.2
11/08/1985,29.7
12/08/1985,30
13/08/1985,35
14/08/1985,34.3
15/08/1985,39.5
16/08/1985,35.1
17/08/1985,33.5
18/08/1985,31.8
19/08/1985,36.4
20/08/1985,38.3
21/08/1985,31.2
22/08/1985,33
23/08/1985,50.2
24/08/1985,60.7
25/08/1985,90
26/08/1985,154.8
27/08/1985,93.6
28/08/1985,99.9
29/08/1985,53.7
30/08/1985,46.4
31/08/1985,51.8
01/09/1985,74.3
02/09/1985,43.4
03/09/1985,36.3
04/09/1985,41.5
05/09/1985,55.3
06/09/1985,50.5
07/09/1985,51.7
08/09/1985,51.1
09/09/1985,50.4
10/09/1985,60.2
11/09/1985,55.9
12/09/1985,46.4
13/09/1985,76
14/09/1985,75.5
15/09/1985,182.7
16/09/1985,135.9
17/09/1985,126
18/09/1985,116.4
19/09/1985,80.2
20/09/1985,102.5
21/09/1985,76.5
22/09/1985,79.8
23/09/1985,83.6
24/09/1985,86
25/09/1985,73.2
26/09/1985,79.6
27/09/1985,74.3
28/09/1985,56.4
29/09/1985,95.9
30/09/1985,1342
01/10/1985,2805.6
02/10/1985,869.6
03/10/1985,487.5
04/10/1985,336.9
05/10/1985,315.2
06/10/1985,310.9
07/10/1985,274.3
08/10/1985,232.3
09/10/1985,211.1
10/10/1985,186.7
11/10/1985,194.1
12/10/1985,173.1
13/10/1985,170.2
14/10/1985,167.7
15/10/1985,137.9
16/10/1985,150.1
17/10/1985,153.7
18/10/1985,100.2
19/10/1985,126.3
20/10/1985,152.1
21/10/1985,113.3
22/10/1985,112.4
23/10/1985,121.4
24/10/1985,122.1
25/10/1985,127.9
26/10/1985,138.8
27/10/1985,138.3
28/10/1985,92.7
29/10/1985,119.4
30/10/1985,131.7
31/10/1985,113.5
01/11/1985,127.9
02/11/1985,113.3
03/11/1985,108.9
04/11/1985,81
05/11/1985,102.9
06/11/1985,96.1
07/11/1985,115.3
08/11/1985,91.6
09/11/1985,83.5
10/11/1985,96.7
11/11/1985,94.2
12/11/1985,105.9
13/11/1985,164.2
14/11/1985,168.3
15/11/1985,154.5
16/11/1985,145.9
17/11/1985,132
18/11/1985,129.6
19/11/1985,847
20/11/1985,1286.5
21/11/1985,605.4
22/11/1985,480.3
23/11/1985,713.2
24/11/1985,442.7
25/11/1985,397.1
26/11/1985,353.6
27/11/1985,322.9
28/11/1985,370.7
29/11/1985,454.1
30/11/1985,344.2
01/12/1985,358.2
02/12/1985,312.1
03/12/1985,240.4
04/12/1985,322
05/12/1985,263.2
06/12/1985,260.7
07/12/1985,263.3
08/12/1985,331.3
09/12/1985,293
10/12/1985,271.5
11/12/1985,253.1
12/12/1985,269
13/12/1985,248.9
14/12/1985,285.9
15/12/1985,258.5
16/12/1985,262.4
17/12/1985,257.1
18/12/1985,346.7
19/12/1985,475.7
20/12/1985,396.1
21/12/1985,360
22/12/1985,359.8
23/12/1985,335.4
24/12/1985,313.2
25/12/1985,316.8
26/12/1985,497.3
27/12/1985,554.5
28/12/1985,397.2
29/12/1985,382
30/12/1985,365.1
31/12/1985,347.4
01/01/1986,347.3
02/01/1986,328.5
03/01/1986,320.9
04/01/1986,322.8
05/01/1986,350.1
06/01/1986,408
07/01/1986,378.9
08/01/1986,374.7
09/01/1986,366.3
10/01/1986,364.5
11/01/1986,404
12/01/1986,490.4
13/01/1986,532.1
14/01/1986,526.5
15/01/1986,615.5
16/01/1986,646.3
17/01/1986,751
18/01/1986,657.5
19/01/1986,742
20/01/1986,743.1
21/01/1986,1111.3
22/01/1986,929.9
23/01/1986,870.1
24/01/1986,765.1
25/01/1986,735.9
26/01/1986,725.2
27/01/1986,681.8
28/01/1986,629.3
29/01/1986,628.9
30/01/1986,598.6
31/01/1986,578.4
01/02/1986,534.5
02/02/1986,580
03/02/1986,611.4
04/02/1986,651.5
05/02/1986,644.7
06/02/1986,606.5
07/02/1986,707
08/02/1986,704.7
09/02/1986,630.8
10/02/1986,609.6
11/02/1986,574.2
12/02/1986,584.8
13/02/1986,864.3
14/02/1986,2771
15/02/1986,2761.8
16/02/1986,1680.4
17/02/1986,1433.7
18/02/1986,1099.4
19/02/1986,1000
20/02/1986,958.6
21/02/1986,962.5
22/02/1986,827.7
23/02/1986,804.4
24/02/1986,773.7
25/02/1986,698.8
26/02/1986,684.4
27/02/1986,610.3
28/02/1986,570.1
01/03/1986,544.1
02/03/1986,511.9
03/03/1986,511.5
04/03/1986,473.7
05/03/1986,510.8
06/03/1986,496
07/03/1986,524.3
08/03/1986,504.8
09/03/1986,486
10/03/1986,473.7
11/03/1986,427.7
12/03/1986,410.1
13/03/1986,442.6
14/03/1986,408.8
15/03/1986,380.1
16/03/1986,395.5
17/03/1986,450.8
18/03/1986,253.6
19/03/1986,372.2
20/03/1986,365.9
21/03/1986,339.5
22/03/1986,329.3
23/03/1986,311.5
24/03/1986,303.3
25/03/1986,273.5
26/03/1986,293.9
27/03/1986,293.4
28/03/1986,275.1
29/03/1986,257.1
30/03/1986,247
31/03/1986,252.2
01/04/1986,246.2
02/04/1986,256.6
03/04/1986,249.8
04/04/1986,234
05/04/1986,230.9
06/04/1986,222.6
07/04/1986,228.9
08/04/1986,219.6
09/04/1986,216
10/04/1986,193.9
11/04/1986,211.7
12/04/1986,213.2
13/04/1986,215.6
14/04/1986,194.5
15/04/1986,220.9
16/04/1986,198.1
17/04/1986,189.7
18/04/1986,188.7
19/04/1986,182.9
20/04/1986,188.5
21/04/1986,176.5
22/04/1986,164.8
23/04/1986,181.1
24/04/1986,165.6
25/04/1986,165.2
26/04/1986,160.9
27/04/1986,173.7
28/04/1986,149.8
29/04/1986,161.5
30/04/1986,154.9
01/05/1986,148.6
02/05/1986,148.3
03/05/1986,142.7
04/05/1986,154.3
05/05/1986,148.2
06/05/1986,131.1
07/05/1986,142.7
08/05/1986,143.1
09/05/1986,137.3
10/05/1986,131.7
11/05/1986,134.1
12/05/1986,127.7
13/05/1986,133.2
14/05/1986,116
15/05/1986,134.4
16/05/1986,120.9
17/05/1986,114.6
18/05/1986,119.5
19/05/1986,120.5
20/05/1986,116.6
21/05/1986,104.5
22/05/1986,122.7
23/05/1986,106.4
24/05/1986,106.2
25/05/1986,100.9
26/05/1986,94.1
27/05/1986,107.3
28/05/1986,98.2
29/05/1986,101.6
30/05/1986,99
31/05/1986,99.4
01/06/1986,92.1
02/06/1986,99.4
03/06/1986,90.2
04/06/1986,92.2
05/06/1986,83.5
06/06/1986,95
07/06/1986,88.4
08/06/1986,89.6
09/06/1986,71.3
10/06/1986,87.3
11/06/1986,91.1
12/06/1986,88.2
13/06/1986,82.8
14/06/1986,87.5
15/06/1986,76.8
16/06/1986,86.4
17/06/1986,77.3
18/06/1986,70.5
19/06/1986,88.9
20/06/1986,75.7
21/06/1986,72.2
22/06/1986,78.7
23/06/1986,72.4
24/06/1986,75.1
25/06/1986,81
26/06/1986,62.4
27/06/1986,78
28/06/1986,72.7
29/06/1986,60.4
30/06/1986,67.7
01/07/1986,76.4
02/07/1986,65.5
03/07/1986,73.1
04/07/1986,87.3
05/07/1986,52
06/07/1986,79.3
07/07/1986,63.4
08/07/1986,69.7
09/07/1986,57
10/07/1986,65.1
11/07/1986,63.1
12/07/1986,56.9
13/07/1986,73.4
14/07/1986,61.4
15/07/1986,55.6
16/07/1986,67.1
17/07/1986,67.5
18/07/1986,59.2
19/07/1986,60.8
20/07/1986,58.3
21/07/1986,57.9
22/07/1986,59.5
23/07/1986,45.8
24/07/1986,41.8
25/07/1986,53
26/07/1986,53.6
27/07/1986,50.4
28/07/1986,56.3
29/07/1986,55.2
30/07/1986,62.3
31/07/1986,58.5
01/08/1986,62.3
02/08/1986,54.4
03/08/1986,55.8
04/08/1986,68.9
05/08/1986,65.3
06/08/1986,132.6
07/08/1986,55.9
08/08/1986,73.1
09/08/1986,84.2
10/08/1986,53.8
11/08/1986,59.2
12/08/1986,65.5
13/08/1986,47.9
14/08/1986,53.1
15/08/1986,54.3
16/08/1986,68.9
17/08/1986,62.8
18/08/1986,93.9
19/08/1986,75.5
20/08/1986,60.9
21/08/1986,73.7
22/08/1986,149.9
23/08/1986,180.5
24/08/1986,165.7
25/08/1986,113.7
26/08/1986,88.8
27/08/1986,66.2
28/08/1986,52.7
29/08/1986,52.9
30/08/1986,74.5
31/08/1986,121.4
01/09/1986,155.6
02/09/1986,103.1
03/09/1986,70.7
04/09/1986,78.2
05/09/1986,69.4
06/09/1986,74.8
07/09/1986,62.8
08/09/1986,58.1
09/09/1986,78.7
10/09/1986,76.4
11/09/1986,753.1
12/09/1986,2368.8
13/09/1986,778.3
14/09/1986,435.4
15/09/1986,337.6
16/09/1986,275.2
17/09/1986,228.8
18/09/1986,210.1
19/09/1986,181.3
20/09/1986,179.2
21/09/1986,172.3
22/09/1986,165.5
23/09/1986,156
24/09/1986,142.7
25/09/1986,132.3
26/09/1986,124.9
27/09/1986,134.4
28/09/1986,140.3
29/09/1986,123.4
30/09/1986,97.1
01/10/1986,128.1
02/10/1986,682.9
03/10/1986,367.7
04/10/1986,250.7
05/10/1986,213.6
06/10/1986,224.2
07/10/1986,164.7
08/10/1986,162.3
09/10/1986,160.4
10/10/1986,500.4
11/10/1986,307.9
12/10/1986,348.4
13/10/1986,323.3
14/10/1986,290.5
15/10/1986,241.9
16/10/1986,233.5
17/10/1986,207.2
18/10/1986,206.6
19/10/1986,204.5
20/10/1986,326
21/10/1986,242.7
22/10/1986,227.8
23/10/1986,212.6
24/10/1986,202.1
25/10/1986,162.3
26/10/1986,166.4
27/10/1986,138.8
28/10/1986,155.5
29/10/1986,161
30/10/1986,140.2
31/10/1986,152.5
01/11/1986,144.2
02/11/1986,177.5
03/11/1986,165.9
